-4.458999999999999631e-01,7.874999999999999778e-01,-2.809300000000000352e+00,-3.538119999999999976e+01,9.352490000000000236e+01,-4.822510000000000474e+01,-1.180450000000000088e+01,-4.010000000000000370e-02,-1.263899999999999801e+00,-6.815399999999999459e+00,1.981999999999999873e-01,-6.813999999999998947e-01,0.000000000000000000e+00
-6.872200000000001197e+00,5.185800000000000409e+00,-8.295600000000000307e+00,-6.850620000000000687e+01,8.610630000000000450e+01,-5.768740000000000379e+01,-1.091339999999999932e+01,-8.660999999999999810e-01,-1.869499999999999940e+00,-6.775499999999999190e+00,-2.600000000000000228e-02,-7.157000000000001139e-01,0.000000000000000000e+00
-5.725399999999999601e+00,3.418299999999999894e+00,-5.652300000000000324e+00,-5.774380000000000024e+01,7.368729999999999336e+01,-3.861880000000000024e+01,-1.106410000000000160e+01,-1.746400000000000174e+00,-1.756099999999999994e+00,-6.540900000000000603e+00,-3.158000000000000251e-01,-1.014600000000000168e+00,0.000000000000000000e+00
6.033999999999999364e-01,-8.627099999999998658e+00,-2.423000000000000487e+00,-1.842490000000000094e+01,2.498740000000000094e+01,-4.315630000000000166e+01,-1.251760000000000161e+01,-6.925999999999998824e-01,-2.865000000000000324e-01,-6.393800000000000594e+00,-4.082000000000000073e-01,-8.107000000000000872e-01,0.000000000000000000e+00
-7.877200000000000202e+00,-2.478300000000000392e+00,-1.001270000000000060e+01,-8.103130000000000166e+01,7.544389999999999930e+01,-3.413750000000000284e+01,-1.079389999999999894e+01,-3.151699999999999946e+00,-1.046499999999999986e+00,-6.500500000000000611e+00,-7.011999999999999345e-01,-6.717000000000000748e-01,0.000000000000000000e+00
4.674839999999999662e+01,-7.124899999999999345e+00,9.218199999999999505e+00,2.081626000000000261e+02,2.501240000000000308e+01,2.030620000000000047e+01,-1.001629999999999932e+01,3.669000000000000594e-01,2.151999999999999746e-01,-6.664499999999999424e+00,1.742600000000000149e+00,-5.524000000000000021e-01,0.000000000000000000e+00
2.185490000000000066e+01,-6.892300000000000537e+00,1.495920000000000094e+01,1.376063000000000045e+02,-1.628120000000000189e+01,9.858140000000000214e+01,-1.128069999999999951e+01,4.820300000000000473e+00,2.237000000000000099e-01,-6.489700000000000912e+00,1.710399999999999920e+00,-1.168899999999999828e+00,0.000000000000000000e+00
5.995180000000000575e+01,-2.305270000000000152e+01,8.593799999999999883e+00,2.461065000000000111e+02,3.630630000000000024e+01,4.849389999999999645e+01,-1.144329999999999892e+01,1.361000000000000210e+00,2.919599999999999973e+00,-6.749399999999999622e+00,2.042499999999999982e+00,4.520000000000000406e-02,0.000000000000000000e+00
4.601120000000000232e+01,-2.623600000000000598e+00,1.564850000000000207e+01,2.035374999999999943e+02,4.818730000000000757e+01,7.853139999999999077e+01,-1.128260000000000218e+01,6.026000000000000245e-01,3.351999999999999424e-01,-6.650599999999998957e+00,1.249099999999999877e+00,-1.169399999999999995e+00,0.000000000000000000e+00
3.361469999999999203e+01,-1.102079999999999949e+01,3.989200000000000301e+00,1.718936999999999955e+02,9.681300000000000239e+00,4.018120000000000402e+01,-1.086320000000000086e+01,1.483000000000000096e+00,3.350000000000000200e-02,-6.357199999999998852e+00,1.205399999999999805e+00,-1.252699999999999925e+00,0.000000000000000000e+00
-5.768299999999999983e+00,-2.098799999999999777e+00,-6.940199999999999925e+00,-4.671880000000000166e+01,5.081259999999999621e+01,-1.088875000000000028e+02,-1.275319999999999965e+01,-4.008500000000000618e+00,-3.471999999999999975e+00,-6.344599999999999795e+00,-1.577000000000000068e-01,-2.590499999999999581e+00,0.000000000000000000e+00
-1.676299999999999901e+00,-6.212899999999999423e+00,-2.651999999999999913e-01,-1.887509999999999977e+01,-1.251240000000000308e+01,-1.246239999999999881e+01,-1.174269999999999925e+01,-1.500400000000000178e+00,-2.068000000000000060e+00,-6.204399999999999693e+00,-2.651999999999999913e-01,-2.173200000000000465e+00,0.000000000000000000e+00
-3.490800000000000125e+00,7.489000000000001211e-01,-7.271800000000000708e+00,-2.769369999999999976e+01,6.520619999999999550e+01,-8.850629999999999598e+01,-1.142959999999999887e+01,-2.641000000000000014e+00,-3.713099999999999845e+00,-6.351499999999999702e+00,-3.318999999999999728e-01,-2.565399999999999903e+00,0.000000000000000000e+00
-3.486600000000000144e+00,-8.880999999999998895e-01,-2.639799999999999702e+00,-1.748750000000000071e+01,2.442500000000000071e+01,-4.659360000000000213e+01,-1.233040000000000092e+01,-1.739000000000000101e+00,-2.209100000000000286e+00,-6.357299999999999507e+00,2.730000000000000204e-01,-1.665800000000000169e+00,0.000000000000000000e+00
-8.796300000000000452e+00,3.416000000000000147e-01,-8.004699999999999704e+00,-1.015313000000000017e+02,5.755640000000001066e+01,-9.225620000000000687e+01,-1.102259999999999884e+01,-4.144000000000000128e+00,-2.076499999999999790e+00,-6.368000000000000327e+00,-3.667000000000000814e-01,-1.950399999999999689e+00,0.000000000000000000e+00
2.810000000000000275e-01,-3.314599999999999991e+00,1.135999999999999899e+00,3.281099999999999905e+00,-3.125999999999999335e-01,7.474899999999999878e+00,-9.849299999999999500e+00,4.008999999999999231e-01,-1.411200000000000010e+00,-6.394999999999999574e+00,3.565999999999999726e-01,-1.176100000000000367e+00,0.000000000000000000e+00
1.365600000000000147e+00,-3.129199999999999982e+00,1.994600000000000595e+00,1.944379999999999953e+01,-5.537499999999999645e+00,-2.468800000000000328e+00,-1.143380000000000152e+01,-5.873000000000000442e-01,-2.434299999999999908e+00,-6.484699999999999243e+00,3.886000000000000010e-01,-1.371999999999999886e+00,0.000000000000000000e+00
3.689900000000000180e+00,-8.054599999999998872e+00,-1.788799999999999724e+00,2.949370000000000047e+01,-8.231299999999997397e+00,-6.078119999999999834e+01,-1.328940000000000055e+01,-3.350699999999999790e+00,-1.356199999999999850e+00,-6.401699999999999946e+00,-1.231000000000000150e-01,-1.640299999999999869e+00,0.000000000000000000e+00
4.081900000000000084e+00,-9.095399999999999707e+00,-1.947330000000000183e+01,9.731199999999999406e+00,2.455000000000000071e+01,-1.874499999999999886e+02,-1.347350000000000136e+01,-5.318500000000001116e+00,-2.812000000000000055e-01,-7.068600000000000882e+00,-7.375000000000000444e-01,-9.875999999999999224e-01,0.000000000000000000e+00
3.430799999999999184e+00,-1.003329999999999878e+01,-8.725400000000002265e+00,1.641240000000000165e+01,-4.606500000000001371e+00,-1.053123999999999967e+02,-1.277350000000000030e+01,-4.586599999999999788e+00,2.448999999999999788e-01,-6.744400000000000617e+00,-2.866000000000000214e-01,-6.171999999999998598e-01,0.000000000000000000e+00
-4.690599999999999881e+00,-2.413900000000000379e+00,-1.779299999999999882e+00,-3.230620000000000402e+01,3.001249999999999929e+01,-1.005020000000000024e+01,-1.093299999999999983e+01,-1.847800000000000109e+00,-3.445100000000000051e+00,-6.034100000000000463e+00,-5.673000000000001375e-01,-2.432699999999999640e+00,0.000000000000000000e+00
-2.247800000000000242e+00,-3.878800000000000470e+00,-7.096000000000000085e-01,-1.085010000000000119e+01,-2.453729999999999833e+01,-1.793699999999999850e+00,-9.414599999999998303e+00,-3.435000000000000275e-01,-3.281600000000000072e+00,-5.933400000000000674e+00,-3.128999999999999559e-01,-2.476999999999999424e+00,0.000000000000000000e+00
-8.164400000000000546e+00,9.161399999999998656e+00,-1.075640000000000107e+01,-3.529999999999999716e+01,8.641880000000000450e+01,-4.538750000000000284e+01,-8.728399999999998826e+00,-1.136799999999999811e+00,-4.573800000000000310e+00,-6.041999999999999815e+00,-3.330000000000000737e-01,-2.681799999999999962e+00,0.000000000000000000e+00
-1.259260000000000090e+01,1.290440000000000076e+01,-8.192600000000002325e+00,-2.960639999999999716e+01,8.069379999999999598e+01,-4.690640000000000498e+01,-8.593500000000000583e+00,-6.078999999999999959e-01,-5.173199999999999577e+00,-6.088499999999998913e+00,-3.058999999999999497e-01,-2.699100000000000055e+00,0.000000000000000000e+00
6.377200000000000202e+00,-1.827599999999999980e+01,7.289600000000001856e+00,3.734380000000000166e+01,-5.093730000000000047e+01,5.205620000000000402e+01,-8.972699999999999676e+00,-6.599999999999999201e-01,0.000000000000000000e+00,-6.247399999999999842e+00,-1.938000000000000278e-01,-7.670000000000001261e-01,0.000000000000000000e+00
7.968899999999999650e+00,-2.790810000000000102e+01,9.317999999999999616e+00,1.837489999999999668e+01,-6.794389999999999930e+01,8.154370000000000118e+01,-9.257200000000000983e+00,7.057999999999999829e-01,-2.600999999999999979e-01,-5.862099999999999866e+00,9.959999999999999409e-02,-1.910900000000000265e+00,0.000000000000000000e+00
1.603699999999999903e+01,-3.090409999999999968e+01,2.532440000000000424e+01,1.899980000000000047e+01,-2.184389999999999787e+01,1.062747999999999990e+02,-1.036689999999999756e+01,-2.992999999999998995e-01,1.820099999999999607e+00,-6.365700000000001246e+00,9.529999999999998195e-02,-6.734999999999999876e-01,0.000000000000000000e+00
1.129320000000000235e+01,-1.883140000000000214e+01,1.476589999999999847e+01,2.543140000000000001e+01,-2.692490000000000094e+01,1.052063000000000130e+02,-9.500800000000001688e+00,-1.122800000000000020e+00,3.865000000000000102e-01,-6.177200000000000024e+00,-3.250000000000000111e-02,-8.570999999999999730e-01,0.000000000000000000e+00
9.061099999999999710e+00,-2.155510000000000304e+01,1.633430000000000248e+01,3.368769999999999243e+01,-4.817490000000000094e+01,8.969389999999999930e+01,-9.884199999999998099e+00,-4.403000000000000247e-01,6.240999999999999881e-01,-6.028599999999999959e+00,-5.125999999999999446e-01,-1.051400000000000112e+00,0.000000000000000000e+00
-1.830999999999999850e-01,-7.193900000000001071e+00,-7.449999999999998845e-01,-1.144999999999999929e+01,-2.503750000000000142e+01,-3.767510000000000048e+01,-1.154280000000000150e+01,-1.363300000000000178e+00,-1.557599999999999874e+00,-6.217100000000000293e+00,-4.499000000000000776e-01,-1.811900000000000066e+00,1.000000000000000000e+00
2.440999999999999281e-01,-4.635600000000000165e+00,4.911999999999999145e-01,-2.562300000000000022e+00,-2.654370000000000118e+01,3.587499999999999911e+00,-1.010539999999999949e+01,-3.002999999999999559e-01,-2.455399999999999583e+00,-6.274600000000000399e+00,-1.991000000000000547e-01,-1.644300000000000095e+00,1.000000000000000000e+00
