nan,1.000000000000000021e-02,-1.018999999999999906e-01,1.930999999999999939e-01,-4.879999999999999616e-02,-1.918799999999999839e+00,3.831399999999999917e+00,-1.293699999999999850e+00,-8.747399999999998954e+00,-1.318500000000000005e+00,-2.920000000000000373e+00,-4.903000000000000691e-01,-5.530000000000000193e-02,-1.562999999999999945e-01,0.000000000000000000e+00
nan,1.100000000000000006e-01,-2.391999999999999960e-01,4.211000000000000298e-01,-1.463000000000000134e-01,-7.314000000000000501e-01,3.312000000000000499e-01,-1.187000000000000277e-01,-9.123300000000002186e+00,-2.752999999999999892e-01,-3.026299999999999990e+00,-1.374400000000000066e+00,-1.465000000000000191e-01,-4.599999999999999645e-01,0.000000000000000000e+00
nan,2.100000000000000200e-01,-3.707000000000000295e-01,4.218999999999999417e-01,-4.479999999999999954e-02,-2.081100000000000172e+00,3.874000000000000776e-01,1.981300000000000283e+00,-9.598399999999999821e+00,-2.478000000000000203e-01,-2.684700000000000308e+00,-2.319799999999999862e+00,-1.720000000000000140e-01,-7.441000000000000947e-01,0.000000000000000000e+00
nan,3.100000000000000533e-01,-6.199999999999999956e-01,2.508000000000000229e-01,1.336000000000000243e-01,-3.498999999999997113e-01,-1.068740000000000023e+01,2.137400000000000411e+00,-9.026200000000001111e+00,-1.931999999999999829e-01,-3.250599999999999934e+00,-3.247500000000000053e+00,-1.987000000000000155e-01,-1.037300000000000111e+00,0.000000000000000000e+00
nan,4.100000000000000311e-01,-3.814000000000000723e-01,-1.493900000000000006e+00,3.689000000000000057e-01,2.068699999999999761e+00,-1.395620000000000083e+01,3.050100000000000033e+00,-9.569500000000001450e+00,-3.417999999999999927e-01,-2.440900000000000070e+00,-4.182899999999999174e+00,-2.189000000000000112e-01,-1.321099999999999941e+00,0.000000000000000000e+00
nan,5.100000000000000089e-01,-5.188000000000000389e-01,-3.312700000000000422e+00,7.464999999999999414e-01,-5.512400000000000411e+00,-2.633749999999999503e+01,4.062599999999999767e+00,-9.790500000000001535e+00,-1.391999999999999904e-01,-2.484799999999999898e+00,-5.131199999999999761e+00,-2.492000000000000048e-01,-1.579299999999999926e+00,0.000000000000000000e+00
nan,6.099999999999999867e-01,-1.235799999999999788e+00,-4.624900000000000233e+00,1.401899999999999924e+00,-7.068900000000001071e+00,3.681199999999999584e+00,7.793699999999999406e+00,-9.771800000000000708e+00,-2.229000000000000148e-01,-1.684399999999999675e+00,-6.130300000000000971e+00,-2.586000000000000520e-01,-1.773499999999999854e+00,0.000000000000000000e+00
nan,7.099999999999999645e-01,-1.839100000000000179e+00,-3.584999999999999520e+00,2.024099999999999788e+00,-8.018800000000000594e+00,1.353129999999999811e+01,5.025000000000000355e+00,-9.703099999999999170e+00,3.869999999999999829e-02,-2.313800000000000079e+00,-7.096899999999999764e+00,-2.736000000000000099e-01,-1.968799999999999883e+00,0.000000000000000000e+00
nan,8.099999999999999423e-01,-3.075600000000000112e+00,-1.711699999999999999e+00,2.035400000000000098e+00,-1.350649999999999906e+01,2.659359999999999857e+01,-9.443599999999999994e+00,-9.920100000000001472e+00,3.400999999999999579e-01,-3.274300000000000210e+00,-8.063700000000000756e+00,-2.517000000000000348e-01,-2.257800000000000029e+00,0.000000000000000000e+00
nan,9.099999999999999201e-01,-4.480299999999999727e+00,2.926100000000000367e+00,-8.225999999999998868e-01,-1.252519999999999989e+01,6.208120000000000260e+01,-4.589990000000000236e+01,-1.041950000000000109e+01,-7.308000000000001162e-01,-3.922700000000000298e+00,-9.096000000000000085e+00,-2.642000000000000459e-01,-2.616200000000000081e+00,0.000000000000000000e+00
